data;unidade;produto_variedade;classificacao;tipo;origem;embalagem;conv_kg;preco_minimo;preco_comum;preco_maximo;preco_comum_kg
2026-04-10;São José;Banha;;Convenci;Nacional;Kilo;1;13.0;13.0;13.5;13.0
2026-04-10;São José;Batata Aipo;;Convenci;Nacional;Caixa;10;30.0;30.0;45.0;3.0
2026-04-10;São José;Batata Cara;;Convenci;Nacional;Caixa;10;87.0;90.0;100.0;9.0
2026-04-10;São José;Batata Doce;;Convenci;Nacional;Caixa;20;55.0;60.0;65.0;3.0
2026-04-10;São José;Batata Doce PAULISTA;;Convenci;Nacional;Caixa;20;70.0;70.0;80.0;3.5
2026-04-10;São José;Batata Iacon;Comercial;Convenci;Nacional;Caixa;10;80.0;90.0;100.0;9.0
2026-04-10;São José;Batata Inglesa Comum;Diversa Lavada;Convenci;Nacional;Saco;25;36.0;40.0;50.0;1.6
2026-04-10;São José;Batata Inglesa Comum;;Convenci;Nacional;Saco;25;60.0;65.0;70.0;2.6
2026-04-10;São José;Batata Inglesa Comum;Especial Lavada;Convenci;Nacional;Saco;25;75.0;85.0;90.0;3.4
2026-04-10;São José;Batata Inglesa Mini;;Convenci;Nacional;Bandeja;0,7;4.0;4.0;4.0;5.71
2026-04-10;São José;Batata Inglesa Rosa;Especial;Convenci;Nacional;Saco;25;75.0;80.0;85.0;3.2
2026-04-10;São José;Bebidas Alcoolicas Cachaça;;Convenci;Nacional;Saco;1;6.0;7.0;8.0;7.0
2026-04-10;São José;Bebidas Alcoolicas Licor;;Convenci;Nacional;Litro;1;10.0;10.0;10.0;10.0
2026-04-10;São José;Bebidas Alcoolicas Vinho;;Convenci;Nacional;Litro;5;49.0;49.9;49.9;9.98
2026-04-10;São José;Berinjela;;Convenci;Nacional;Caixa;10;35.0;40.0;40.0;4.0
2026-04-10;São José;Beterraba;;Convenci;Nacional;Molho;1;3.0;3.0;3.0;3.0
2026-04-10;São José;Beterraba;;Convenci;Nacional;Caixa;20;75.0;80.0;90.0;4.0
2026-04-10;São José;Broto Alfafa;;Convenci;Nacional;Bandeja;0,5;5.0;5.0;5.5;10.0
2026-04-10;São José;Broto Bambu;;Convenci;Nacional;Bandeja;0,5;20.0;20.0;20.0;40.0
2026-04-10;São José;Broto Feijão;;Convenci;Nacional;Bandeja;0,5;6.0;6.0;6.0;12.0
2026-04-10;São José;Brócolis Chinês;;Convenci;Nacional;Unidade;0,5;3.5;3.5;4.0;7.0
2026-04-10;São José;Brócolis Ramoso;;Convenci;Nacional;Molho;0,25;1.5;1.5;1.8;6.0
2026-04-10;São José;Cacau;;Convenci;Nacional;Caixa;12;205.0;205.0;205.0;17.08
2026-04-10;São José;Caju;;Convenci;Nacional;Caixa;4;110.0;110.0;120.0;27.5
2026-04-10;São José;Caqui;;Convenci;Importado;Caixa;5;105.0;105.0;105.0;21.0
2026-04-10;São José;Caqui Café;;Convenci;Nacional;Caixa;10;50.0;55.0;60.0;5.5
2026-04-10;São José;Caqui Fuyu;;Convenci;Nacional;Caixa;10;50.0;55.0;60.0;5.5
2026-04-10;São José;Carambola;;Convenci;Nacional;Caixa;10;65.0;65.0;70.0;6.5
2026-04-10;São José;Carnes Charque;;Convenci;Nacional;Kilo;1;50.0;51.9;55.0;51.9
2026-04-10;São José;Carnes Costela;;Convenci;Nacional;Kilo;1;36.9;38.9;40.0;38.9
2026-04-10;São José;Carnes Frango;;Convenci;Nacional;Kilo;1;10.0;10.0;10.0;10.0
2026-04-10;São José;Carnes Linguiças;;Convenci;Nacional;Kilo;1;33.9;34.0;34.0;34.0
2026-04-10;São José;Carnes Mortadela;;Convenci;Nacional;Kilo;1;16.0;16.0;16.0;16.0
2026-04-10;São José;Carnes Presunto;;Convenci;Nacional;Kilo;1;36.0;36.0;36.0;36.0
2026-04-10;São José;Carvão;;Convenci;Nacional;Saco;7;25.0;27.0;27.0;3.86
2026-04-10;São José;Cebola Pera;;Convenci;Nacional;Saco;20;45.0;55.0;55.0;2.75
2026-04-10;São José;Cebola Pera;;Convenci;Nacional;Bandeja;0,6;4.0;4.0;4.0;6.67
2026-04-10;São José;Cebola Roxa(o);;Convenci;Nacional;Saco;20;55.0;60.0;70.0;3.0
2026-04-10;São José;Cebolinha;;Convenci;Nacional;Maço;0,1;1.5;1.5;1.8;15.0
2026-04-10;São José;Cenoura Baby;;Convenci;Nacional;Bandeja;0,25;11.0;11.0;12.0;44.0
2026-04-10;São José;Cenoura Comum;;Convenci;Nacional;Caixa;20;130.0;130.0;130.0;6.5
2026-04-10;São José;Cereja;;Convenci;Importado;Caixa;5;100.0;200.0;200.0;40.0
2026-04-10;São José;Chicória;;Convenci;Nacional;Unidade;0,3;1.5;1.5;1.8;5.0
2026-04-10;São José;Chuchu Comum;;Convenci;Nacional;Caixa;20;35.0;40.0;45.0;2.0
2026-04-10;São José;Chuchu Mini;;Convenci;Nacional;Bandeja;0,3;4.0;4.0;4.0;13.33
2026-04-10;São José;Coco Seco;;Convenci;Nacional;Saco;15;60.0;64.0;65.0;4.27
2026-04-10;São José;Coco Verde;;Convenci;Nacional;Unidade;2;5.0;5.0;5.0;2.5
2026-04-10;São José;Coentro;;Convenci;Nacional;Maço;0,1;1.5;1.5;1.8;15.0
2026-04-10;São José;Cogumelo Champignon;;Convenci;Nacional;Bandeja;0,2;9.0;12.0;12.0;60.0
2026-04-10;São José;Cogumelo Shimeji;;Convenci;Nacional;Bandeja;0,2;10.0;10.0;10.0;50.0
2026-04-10;São José;Cogumelo Shitake;;Convenci;Nacional;Bandeja;0,2;11.0;11.0;11.0;55.0
2026-04-10;São José;Couve-Folha;;Convenci;Nacional;Maço;0,25;1.5;1.5;1.8;6.0
2026-04-10;São José;Couve-flor;Grande;Convenci;Nacional;Unidade;1,5;3.0;3.5;4.0;2.33
2026-04-10;São José;Couve-flor;Médio(a);Convenci;Nacional;Unidade;1,25;2.5;2.5;2.5;2.0
2026-04-10;São José;Ervilha;;Convenci;Nacional;Bandeja;0,2;6.0;7.0;9.0;35.0
2026-04-10;São José;Ervilha;;Convenci;Nacional;Caixa;8;80.0;80.0;80.0;10.0
2026-04-10;São José;Espinafre;;Convenci;Nacional;Molho;0,2;1.5;1.5;1.8;7.5
2026-04-10;São José;Farinha Mandioca;;Convenci;Nacional;Kilo;1;6.5;9.0;12.0;9.0
2026-04-10;São José;Farinha Trigo;;Convenci;Nacional;Kilo;1;4.59;4.59;4.59;4.59
2026-04-10;São José;Feijão Branco(a);;Convenci;Nacional;Saco;30;300.0;360.0;360.0;12.0
2026-04-10;São José;Feijão Carioca;;Convenci;Nacional;Saco;30;180.0;180.0;225.0;6.0
2026-04-10;São José;Feijão Preto;;Convenci;Nacional;Saco;30;125.0;135.0;150.0;4.5
2026-04-10;São José;Feijão Vermelho(a);;Convenci;Nacional;Saco;30;240.0;250.0;260.0;8.33
2026-04-10;São José;Figo Roxa(o);;Convenci;Nacional;Caixa;0,6;12.5;12.5;12.5;20.83
2026-04-10;São José;Figo Verde;;Convenci;Nacional;Caixa;2;35.0;35.0;35.0;17.5
2026-04-10;São José;Flores Comestíveis;;Convenci;Nacional;Bandeja;0,012;12.0;12.0;13.0;1000.0
2026-04-10;São José;Gengibre;;Convenci;Nacional;Caixa;10;90.0;100.0;110.0;10.0
2026-04-10;São José;Gengibre;;Convenci;Nacional;Bandeja;0,25;4.0;4.0;6.0;16.0
2026-04-10;São José;Goiaba Vermelho(a);;Convenci;Nacional;Caixa;10;42.0;45.0;55.0;4.5
2026-04-10;São José;Grão de Bico;;Convenci;Nacional;Kilo;1;12.0;12.0;12.0;12.0
2026-04-10;São José;Hortelã;;Convenci;Nacional;Maço;0,1;1.5;1.5;1.8;15.0
2026-04-10;São José;Inhame;;Convenci;Nacional;Caixa;10;80.0;90.0;90.0;9.0
2026-04-10;São José;Jaboticaba;;Convenci;Nacional;Caixa;10;350.0;350.0;350.0;35.0
2026-04-10;São José;Jaca;;Convenci;Nacional;Unidade;4;35.0;35.0;35.0;8.75
2026-04-10;São José;Jiló;;Convenci;Nacional;Bandeja;0,3;2.5;3.0;4.0;10.0
2026-04-10;São José;Jiló;;Convenci;Nacional;Caixa;18;70.0;70.0;70.0;3.89
2026-04-10;São José;Kiwi;;Convenci;Importado;Caixa;10;230.0;230.0;240.0;23.0
2026-04-10;São José;Kiwi;;Convenci;Nacional;Caixa;10;90.0;90.0;90.0;9.0
2026-04-10;São José;LICHIA;;Convenci;Nacional;Caixa;1;60.0;60.0;60.0;60.0
2026-04-10;São José;LICOR;;Convenci;Nacional;Litro;1;10.0;10.0;10.0;10.0
2026-04-10;São José;Laranja Açucar;;Convenci;Nacional;Caixa;20;50.0;50.0;50.0;2.5
2026-04-10;São José;Laranja Bahia;;Convenci;Importado;Caixa;15;100.0;100.0;105.0;6.67
2026-04-10;São José;Laranja Bahia;;Convenci;Nacional;Caixa;20;70.0;70.0;70.0;3.5
2026-04-10;São José;Laranja Kinkan;;Convenci;Nacional;Caixa;4;40.0;40.0;40.0;10.0
2026-04-10;São José;Laranja Lima;;Convenci;Nacional;Caixa;20;100.0;115.0;115.0;5.75
2026-04-10;São José;Laranja Pera;;Convenci;Nacional;Caixa;20;56.0;60.0;65.0;3.0
2026-04-10;São José;Lima-da-pércia;;Convenci;Nacional;Caixa;20;85.0;85.0;85.0;4.25
2026-04-10;São José;Limão Comum;Grande;Convenci;Nacional;Caixa;22;50.0;60.0;60.0;2.73
2026-04-10;São José;Limão Siciliano;Grande;Convenci;Importado;Caixa;15;220.0;220.0;220.0;14.67
2026-04-10;São José;Limão Siciliano;Grande;Convenci;Nacional;Caixa;15;140.0;140.0;150.0;9.33
2026-04-10;São José;Limão Thaiti;;Convenci;Nacional;Caixa;20;53.0;58.0;60.0;2.9
2026-04-10;São José;Mamão Formosa;;Convenci;Nacional;Caixa;12;72.0;72.0;78.0;6.0
2026-04-10;São José;Mamão Formosa;;Convenci;Nacional;Caixa;20;140.0;150.0;160.0;7.5
2026-04-10;São José;Mamão Papaya - Hawai;;Convenci;Nacional;Caixa;9;75.0;80.0;90.0;8.89
2026-04-10;São José;Manga Espada;;Convenci;Nacional;Caixa;10;120.0;120.0;130.0;12.0
2026-04-10;São José;Manga Palmer;;Convenci;Nacional;Caixa;10;40.0;40.0;40.0;4.0
2026-04-10;São José;Manga Palmer;;Convenci;Nacional;Caixa;20;75.0;75.0;90.0;3.75
2026-04-10;São José;Manga Rosa;;Convenci;Nacional;Caixa;5;37.5;37.5;55.0;7.5
2026-04-10;São José;Manga Tommy;;Convenci;Nacional;Caixa;10;40.0;40.0;42.0;4.0
2026-04-10;São José;Manjericão;;Convenci;Nacional;Maço;0,1;1.5;1.5;1.8;15.0
2026-04-10;São José;Manteiga;;Convenci;Nacional;Kilo;1;30.0;38.0;38.0;38.0
2026-04-10;São José;Maracujá Azedo;Grande;Convenci;Nacional;Caixa;11;55.0;65.0;70.0;5.91
2026-04-10;São José;Maracujá Doce;Grande;Convenci;Nacional;Caixa;5;150.0;150.0;150.0;30.0
2026-04-10;São José;Maxixe;;Convenci;Nacional;Caixa;18;234.0;234.0;234.0;13.0
2026-04-10;São José;Maçã;;Convenci;Importado;Caixa;10;130.0;130.0;130.0;13.0
2026-04-10;São José;Maçã Fuji;Cat 1;Convenci;Nacional;Caixa;18;145.0;145.0;145.0;8.06
2026-04-10;São José;Maçã Fuji;Cat 2;Convenci;Nacional;Caixa;18;130.0;135.0;135.0;7.5
2026-04-10;São José;Maçã Fuji;Cat 3;Convenci;Nacional;Caixa;18;130.0;130.0;130.0;7.22
2026-04-10;São José;Maçã Gala;Cat 1;Convenci;Nacional;Caixa;18;125.0;130.0;130.0;7.22
2026-04-10;São José;Maçã Gala;Cat 2;Convenci;Nacional;Caixa;18;110.0;110.0;110.0;6.11
2026-04-10;São José;Maçã Gala;Cat 3;Convenci;Nacional;Caixa;18;90.0;90.0;100.0;5.0
2026-04-10;São José;Maçã Gold;Cat 3;Convenci;Nacional;Caixa;18;110.0;110.0;110.0;6.11
2026-04-10;São José;Maçã Verde;;Convenci;Importado;Caixa;10;111.0;111.0;111.0;11.1
2026-04-10;São José;Mel;;Convenci;Nacional;Kilo;1;30.0;32.0;33.0;32.0
2026-04-10;São José;Melado;;Convenci;Nacional;Kilo;1;10.0;10.0;10.0;10.0
2026-04-10;São José;Melancia Comum;Grande;Convenci;Nacional;Kilo;1;2.6;2.7;2.9;2.7
2026-04-10;São José;Melancia Kodama;;Convenci;Nacional;Caixa;15;69.0;69.0;69.0;4.6
2026-04-10;São José;Melancia Pingo Doce;;Convenci;Nacional;Caixa;15;52.5;52.5;52.5;3.5
2026-04-10;São José;Melão Amarelo(a);;Convenci;Nacional;Caixa;13;60.0;60.0;70.0;4.62
2026-04-10;São José;Melão Pele de Sapo;;Convenci;Nacional;Caixa;13;55.0;55.0;55.0;4.23
2026-04-10;São José;Milho Canjica;;Convenci;Nacional;Fardo;25;120.0;120.0;120.0;4.8
2026-04-10;São José;Milho Pipoca;;Convenci;Nacional;Saco;25;163.0;163.0;163.0;6.52
2026-04-10;São José;Milho Verde;;Convenci;Nacional;Bandeja;1;5.0;5.0;6.0;5.0
2026-04-10;São José;Milho Verde;;Convenci;Nacional;Saco;20;35.0;40.0;45.0;2.0
2026-04-10;São José;Morango;;Convenci;Nacional;Caixa;1;25.0;28.0;30.0;28.0
2026-04-10;São José;Mostarda Em folha;;Convenci;Nacional;Molho;0,2;1.5;1.5;1.8;7.5
2026-04-10;São José;Nabo;;Convenci;Nacional;Molho;1;3.0;5.0;5.0;5.0
2026-04-10;São José;Nabo;;Convenci;Nacional;Caixa;20;70.0;70.0;80.0;3.5
2026-04-10;São José;Nata;;Convenci;Nacional;Kilo;1;19.0;19.0;19.4;19.0
2026-04-10;São José;Nectarina;;Convenci;Importado;Caixa;8;75.0;75.0;100.0;9.38
2026-04-10;São José;Ovos Branco(a);Tipo 1 a 3;Convenci;Nacional;Caixa;25;210.0;230.0;230.0;9.2
2026-04-10;São José;Ovos Caipira;;Convenci;Nacional;Caixa;25;300.0;320.0;340.0;12.8
2026-04-10;São José;Ovos Codorna;;Convenci;Nacional;Caixa;1;6.0;6.0;6.5;6.0
2026-04-10;São José;Ovos Vermelho(a);;Convenci;Nacional;Dúzia;0,8;8.0;8.33;8.33;10.41
2026-04-10;São José;Ovos Vermelho(a);Tipo 1 a 3;Convenci;Nacional;Caixa;25;220.0;230.0;240.0;9.2
2026-04-10;São José;PHYSALIS;;Convenci;Nacional;Caixa;0,8;8.0;8.0;8.0;10.0
2026-04-10;São José;Paes/Doces Bolacha;;Convenci;Nacional;Kilo;1;20.0;20.0;22.0;20.0
2026-04-10;São José;Paes/Doces Bolo;;Convenci;Nacional;Unidade;0,5;11.0;12.0;12.0;24.0
2026-04-10;São José;Paes/Doces Cuca;;Convenci;Nacional;Kilo;0,35;8.0;8.0;9.0;22.86
2026-04-10;São José;Paes/Doces Pao;;Convenci;Nacional;Unidade;0,5;7.0;7.0;7.0;14.0
2026-04-10;São José;Palmito;;Convenci;Nacional;Unidade;0,5;22.0;22.0;22.0;44.0
2026-04-10;São José;Pepino Conserva;Extra AA;Convenci;Nacional;Caixa;20;120.0;130.0;130.0;6.5
2026-04-10;São José;Pepino Japonês;;Convenci;Nacional;Caixa;20;70.0;70.0;80.0;3.5
2026-04-10;São José;Pepino Salada;Extra AA;Convenci;Nacional;Caixa;20;50.0;50.0;60.0;2.5
2026-04-10;São José;Pera;;Convenci;Importado;Caixa;10;110.0;145.0;145.0;14.5
2026-04-10;São José;Pera D agua;Grande;Convenci;Nacional;Caixa;18;90.0;90.0;90.0;5.0
2026-04-10;São José;Pera D anjou;Grande;Convenci;Importado;Caixa;18;150.0;150.0;150.0;8.33
2026-04-10;São José;Pera Packans;Grande;Convenci;Importado;Caixa;18;150.0;150.0;150.0;8.33
2026-04-10;São José;Pera Willians;Grande;Convenci;Importado;Caixa;18;165.0;165.0;165.0;9.17
2026-04-10;São José;Pessego;;Convenci;Importado;Caixa;8;94.0;110.0;120.0;13.75
2026-04-10;São José;Pimenta Vermelho(a);;Convenci;Nacional;Caixa;12;100.0;120.0;120.0;10.0
2026-04-10;São José;Pimenta Vermelho(a);Comercial;Convenci;Nacional;Bandeja;0,15;4.0;4.0;4.5;26.67
2026-04-10;São José;Pimentão Amarelo(a);Extra AA;Convenci;Nacional;Caixa;10;140.0;150.0;195.0;15.0
2026-04-10;São José;Pimentão Verde;Extra A;Convenci;Nacional;Caixa;10;40.0;50.0;50.0;5.0
2026-04-10;São José;Pimentão Verde;Extra AA;Convenci;Nacional;Caixa;10;70.0;80.0;90.0;8.0
2026-04-10;São José;Pimentão Vermelho(a);;Convenci;Nacional;Bandeja;0,3;10.0;10.0;10.0;33.33
2026-04-10;São José;Pimentão Vermelho(a);Extra AA;Convenci;Nacional;Caixa;10;140.0;150.0;195.0;15.0
2026-04-10;São José;Pinha/Atemoia;;Convenci;Nacional;Caixa;4;55.0;55.0;55.0;13.75
2026-04-10;São José;Pinhão;;Convenci;Nacional;Saco;20;240.0;260.0;280.0;13.0
2026-04-10;São José;Pitaia;;Convenci;Nacional;Caixa;10;60.0;70.0;70.0;7.0
2026-04-10;São José;Polvilho;;Convenci;Nacional;Kilo;1;8.5;8.5;8.5;8.5
2026-04-10;São José;Queijo Colonial;;Convenci;Nacional;Kilo;1;35.0;35.0;35.8;35.0
2026-04-10;São José;Queijo Prato;;Convenci;Nacional;Kilo;1;35.0;35.0;35.0;35.0
2026-04-10;São José;Quiabo;;Convenci;Nacional;Bandeja;0,3;3.0;4.0;5.0;13.33
2026-04-10;São José;Quiabo;;Convenci;Nacional;Caixa;10;70.0;80.0;90.0;8.0
2026-04-10;São José;Rabanete;;Convenci;Nacional;Maço;1;4.0;4.0;4.0;4.0
2026-04-10;São José;Rabanete;;Convenci;Nacional;Caixa;20;70.0;80.0;90.0;4.0
2026-04-10;São José;Radite;;Convenci;Nacional;Molho;0,2;1.5;1.5;1.8;7.5
2026-04-10;São José;Repolho Roxa(o);;Convenci;Nacional;Unidade;1,5;4.0;4.5;5.0;3.0
2026-04-10;São José;Repolho Verde;Grande;Convenci;Nacional;Unidade;2,5;4.0;4.0;5.0;1.6
2026-04-10;São José;Repolho Verde;Médio(a);Convenci;Nacional;Unidade;2;3.0;3.0;3.0;1.5
2026-04-10;São José;Romã;;Convenci;Nacional;Caixa;4;14.0;14.0;14.0;3.5
2026-04-10;São José;Rúcula;;Convenci;Nacional;Maço;0,1;1.5;1.5;1.8;15.0
2026-04-10;São José;Salsa;;Convenci;Nacional;Maço;0,1;1.5;1.5;1.8;15.0
2026-04-10;São José;Salsão;;Convenci;Nacional;Molho;0,8;7.0;8.0;10.0;10.0
2026-04-10;São José;Suco Laranja;;Convenci;Nacional;Litro;1;8.6;8.6;8.6;8.6
2026-04-10;São José;Suco Uva;;Convenci;Nacional;Litro;1;10.0;10.0;10.0;10.0
2026-04-10;São José;Sálvia;;Convenci;Nacional;Maço;0,3;2.0;2.0;2.5;6.67
2026-04-10;São José;Taia;;Convenci;Nacional;Caixa;10;70.0;70.0;80.0;7.0
2026-04-10;São José;Tangerina Comum;;Convenci;Nacional;Caixa;22;70.0;100.0;100.0;4.55
2026-04-10;São José;Tangerina Murgot;;Convenci;Nacional;Caixa;20;140.0;140.0;140.0;7.0
2026-04-10;São José;Tangerina Ponkan;;Convenci;Nacional;Caixa;20;90.0;90.0;100.0;4.5
2026-04-10;São José;Tomate Cereja;;Convenci;Nacional;Caixa;1;10.0;10.0;12.0;10.0
2026-04-10;São José;Tomate Italiano;Extra A;Convenci;Nacional;Caixa;20;70.0;70.0;75.0;3.5
2026-04-10;São José;Tomate Italiano;Extra AA;Convenci;Nacional;Caixa;20;110.0;120.0;120.0;6.0
2026-04-10;São José;Tomate Longa Vida;Extra A;Convenci;Nacional;Caixa;20;65.0;70.0;75.0;3.5
2026-04-10;São José;Tomate Longa Vida;Extra AA;Convenci;Nacional;Caixa;20;100.0;110.0;110.0;5.5
2026-04-10;São José;Tomilho;;Convenci;Nacional;Maço;0,3;2.0;2.0;2.5;6.67
2026-04-10;São José;Uva Benitaka;;Convenci;Nacional;Caixa;10;100.0;100.0;100.0;10.0
2026-04-10;São José;Uva Benitaka;;Convenci;Nacional;Bandeja;0,5;6.5;6.5;6.5;13.0
2026-04-10;São José;Uva Brasil;;Convenci;Nacional;Caixa;10;100.0;100.0;100.0;10.0
2026-04-10;São José;Uva Crimson;;Convenci;Nacional;Caixa;8;175.0;175.0;175.0;21.88
2026-04-10;São José;Uva Crimson;;Convenci;Nacional;Bandeja;0,5;8.5;8.5;8.5;17.0
2026-04-10;São José;Uva Isabel;;Convenci;Nacional;Caixa;10;85.0;85.0;85.0;8.5
2026-04-10;São José;Uva Italia;;Convenci;Nacional;Caixa;10;100.0;100.0;100.0;10.0
2026-04-10;São José;Uva Italia;;Convenci;Nacional;Bandeja;0,5;6.5;6.5;6.5;13.0
2026-04-10;São José;Uva Niagara;;Convenci;Nacional;Caixa;10;75.0;90.0;110.0;9.0
2026-04-10;São José;Uva Niagara;;Convenci;Nacional;Bandeja;0,5;6.5;6.5;6.5;13.0
2026-04-10;São José;Uva Núbia;;Convenci;Nacional;Caixa;10;120.0;120.0;120.0;12.0
2026-04-10;São José;Uva Núbia;;Convenci;Nacional;Bandeja;0,5;6.5;6.5;6.5;13.0
2026-04-10;São José;Uva Red Globe;;Convenci;Importado;Bandeja;0,5;9.0;10.0;12.0;20.0
2026-04-10;São José;Uva Rubi;;Convenci;Nacional;Caixa;10;100.0;100.0;103.0;10.0
2026-04-10;São José;Uva Thompson;;Convenci;Nacional;Caixa;10;175.0;175.0;175.0;17.5
2026-04-10;São José;Uva Thompson;;Convenci;Nacional;Bandeja;0,5;11.0;11.0;11.0;22.0
2026-04-10;São José;Uva Vitória;;Convenci;Nacional;Caixa;10;110.0;110.0;110.0;11.0
2026-04-10;São José;Uva Vitória;;Convenci;Nacional;Bandeja;0,5;9.0;9.0;9.0;18.0
2026-04-10;São José;Vagem Comum;Extra A;Convenci;Nacional;Bandeja;0,35;3.5;4.0;4.0;11.43
2026-04-10;São José;Vagem Comum;Extra A;Convenci;Nacional;Saco;10;50.0;60.0;60.0;6.0
2026-04-10;São José;Vagem Metro;;Convenci;Nacional;Maço;1;2.5;3.0;3.0;3.0
2026-04-13;São José;Abacate Avocado;;Convenci;Nacional;Caixa;10;100.0;100.0;100.0;10.0
2026-04-13;São José;Abacate Avocado;;Convenci;Importado;Caixa;10;140.0;150.0;150.0;15.0
2026-04-13;São José;Abacate Liso(a);Grande;Convenci;Nacional;Caixa;20;60.0;60.0;65.0;3.0
2026-04-13;São José;Abacaxi;Médio(a);Convenci;Nacional;Caixa;1,2;6.0;7.0;7.0;5.83
2026-04-13;São José;Abacaxi Ananas;Grande;Convenci;Nacional;Unidade;1,7;8.0;8.0;8.0;4.71
2026-04-13;São José;Abacaxi Perola;Grande;Convenci;Nacional;Unidade;1,7;8.0;8.5;9.0;5.0
2026-04-13;São José;Abobora Abobrinha Italiana;;Convenci;Nacional;Caixa;18;35.0;40.0;50.0;2.22
2026-04-13;São José;Abobora Kabutiá;;Convenci;Nacional;Saco;20;45.0;45.0;48.0;2.25
2026-04-13;São José;Abobora Menina;;Convenci;Nacional;Saco;20;35.0;40.0;40.0;2.0
2026-04-13;São José;Abobora Moranga;;Convenci;Nacional;Saco;20;30.0;30.0;35.0;1.5
2026-04-13;São José;Abobora Paulista;;Convenci;Nacional;Saco;20;35.0;40.0;42.0;2.0
2026-04-13;São José;Acelga;Grande;Convenci;Nacional;Unidade;2,5;4.0;5.0;5.0;2.0
2026-04-13;São José;Acerola;;Convenci;Nacional;Caixa;2;50.0;65.0;65.0;32.5
2026-04-13;São José;Agrião;;Convenci;Nacional;Maço;0,2;1.5;1.5;1.8;7.5
2026-04-13;São José;Aipim;;Convenci;Nacional;Caixa;23;55.0;60.0;60.0;2.61
2026-04-13;São José;Alcachofra Comum;;Convenci;Nacional;Caixa;2;18.0;18.0;18.0;9.0
2026-04-13;São José;Alecrim;;Convenci;Nacional;Maço;0,1;2.0;2.0;2.5;20.0
2026-04-13;São José;Alface Americana;;Convenci;Nacional;Unidade;0,3;1.7;2.0;2.5;6.67
2026-04-13;São José;Alface Crespa;;Convenci;Nacional;Unidade;0,3;1.5;1.8;2.0;6.0
2026-04-13;São José;Alface Liso(a);;Convenci;Nacional;Unidade;0,3;1.5;1.8;2.0;6.0
2026-04-13;São José;Alfavaca;;Convenci;Nacional;Molho;0,2;1.5;1.5;1.8;7.5
2026-04-13;São José;Alho Nobre;Tipo 4;Convenci;Nacional;Caixa;10;115.0;115.0;125.0;11.5
2026-04-13;São José;Alho Nobre;Tipo 5;Convenci;Nacional;Caixa;10;125.0;125.0;135.0;12.5
2026-04-13;São José;Alho Nobre;Tipo 6;Convenci;Nacional;Caixa;10;140.0;145.0;145.0;14.5
2026-04-13;São José;Alho Nobre;Tipo 6;Convenci;Importado;Caixa;10;115.0;125.0;135.0;12.5
2026-04-13;São José;Alho Nobre;Tipo 7;Convenci;Nacional;Caixa;10;150.0;150.0;155.0;15.0
2026-04-13;São José;Alho Nobre;Tipo 8;Convenci;Nacional;Caixa;10;160.0;160.0;160.0;16.0
2026-04-13;São José;Alho Poró;;Convenci;Nacional;Maço;2,5;30.0;35.0;35.0;14.0
2026-04-13;São José;Almeirão;;Convenci;Nacional;Maço;0,2;1.5;1.5;1.8;7.5
2026-04-13;São José;Ameixa;;Convenci;Nacional;Caixa;10;100.0;100.0;100.0;10.0
2026-04-13;São José;Ameixa;;Convenci;Importado;Caixa;9;100.0;100.0;120.0;11.11
2026-04-13;São José;Amendoim Com Casca;;Convenci;Nacional;Saco;25;240.0;240.0;240.0;9.6
2026-04-13;São José;Amendoim Sem Casca;;Convenci;Nacional;Saco;25;250.0;250.0;250.0;10.0
2026-04-13;São José;Amora;;Convenci;Nacional;Bandeja;0,1;10.0;10.0;10.0;100.0
2026-04-13;São José;Arroz;;Convenci;Nacional;Kilo;1;6.48;6.48;6.48;6.48
2026-04-13;São José;Aspargo;;Convenci;Nacional;Maço;0,45;38.0;40.0;40.0;88.89
2026-04-13;São José;Açafrão;;Convenci;Nacional;Kilo;1;10.0;10.0;10.0;10.0
2026-04-13;São José;Açúcar Branco(a);;Convenci;Nacional;Kilo;1;4.29;4.29;4.29;4.29
2026-04-13;São José;Açúcar Mascavo;;Convenci;Nacional;Kilo;1;10.0;12.0;12.0;12.0
2026-04-13;São José;Banana Branco(a);;Convenci;Nacional;Caixa;20;65.0;75.0;80.0;3.75
2026-04-13;São José;Banana Branco(a);;Organico;Nacional;Kilo;1;5.0;5.0;5.5;5.0
2026-04-13;São José;Banana Caturra;;Convenci;Nacional;Caixa;20;50.0;60.0;60.0;3.0
2026-04-13;São José;Banana Figo;;Convenci;Nacional;Caixa;10;35.0;40.0;45.0;4.0
2026-04-13;São José;Banana Maça;;Convenci;Nacional;Caixa;18;145.0;145.0;145.0;8.06
2026-04-13;São José;Banha;;Convenci;Nacional;Kilo;1;13.0;13.0;13.5;13.0
2026-04-13;São José;Batata Aipo;;Convenci;Nacional;Caixa;10;30.0;30.0;35.0;3.0
2026-04-13;São José;Batata Cara;;Convenci;Nacional;Caixa;10;80.0;90.0;90.0;9.0
2026-04-13;São José;Batata Doce;;Convenci;Nacional;Caixa;20;50.0;60.0;60.0;3.0
2026-04-13;São José;Batata Doce PAULISTA;;Convenci;Nacional;Caixa;20;70.0;70.0;70.0;3.5
2026-04-13;São José;Batata Iacon;Comercial;Convenci;Nacional;Caixa;10;70.0;80.0;80.0;8.0
2026-04-13;São José;Batata Inglesa Comum;Diversa Lavada;Convenci;Nacional;Saco;25;36.0;40.0;50.0;1.6
